item_code,item_name,item_description,qty,qty_unit,pricing_basis,unit_price,unit_cost,cost_currency,tax_class,markup_override,expected_total
23.2.4,CIRCULATION PUMP PACKAGE SERVICE,CIRCULATION PUMP PACKAGE SERVICE; industrial Ethernet-ready control module; IEC 60204 machine electrical safety basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,109,M,cost_plus,,1627.7,USD,,16,205806.39
23.3,EXPANSION AND DOSING PACKAGE,"EXPANSION AND DOSING PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
23.3.1,EXPANSION AND DOSING PACKAGE ASSEMBLY,EXPANSION AND DOSING PACKAGE ASSEMBLY; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; continuous operation duty with remote monitoring. Supplier cost currency: USD.,101,LOT,cost_plus,,1549,USD,,7,167400.43
23.3.2,EXPANSION AND DOSING PACKAGE MODULE,EXPANSION AND DOSING PACKAGE MODULE; PTFE-lined valve trim; ASME B31.3 process piping fabrication basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: EUR.,106,M,cost_plus,,1500.39,EUR,,15,197529.34
23.3.3,EXPANSION AND DOSING PACKAGE ACCESSORY,EXPANSION AND DOSING PACKAGE ACCESSORY; industrial Ethernet-ready control module; IEC 60204 machine electrical safety basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: CNY.,111,M2,cost_plus,,12094.7,CNY,,16,218023.9
23.3.4,EXPANSION AND DOSING PACKAGE SERVICE,EXPANSION AND DOSING PACKAGE SERVICE; 316L stainless steel wetted parts; NFPA 2 hydrogen technologies layout guidance; feed water conductivity target below 1 uS/cm. Supplier cost currency: GBP.,116,M3,cost_plus,,1442.45,GBP,,18,246803.19
24,NITROGEN AND PURGE SYSTEM,NITROGEN AND PURGE SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,,,
24.1,NITROGEN MANIFOLD PACKAGE,"NITROGEN MANIFOLD PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
24.1.1,NITROGEN MANIFOLD PACKAGE ASSEMBLY,NITROGEN MANIFOLD PACKAGE ASSEMBLY; HDPE utility distribution header; ISO 22734 hydrogen generator design basis; spare terminals reserved for future expansion. Supplier cost currency: EUR.,98,M,cost_plus,,1335.72,EUR,,6,149854.96
24.1.2,NITROGEN MANIFOLD PACKAGE MODULE,NITROGEN MANIFOLD PACKAGE MODULE; aluminum cable ladder and support hardware; ASME B31.3 process piping fabrication basis; maintenance access clearances included in layout. Supplier cost currency: CNY.,103,M2,cost_plus,,9820.8,CNY,,16,164274.49
24.1.3,NITROGEN MANIFOLD PACKAGE ACCESSORY,NITROGEN MANIFOLD PACKAGE ACCESSORY; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; operator training material included in handover pack. Supplier cost currency: GBP.,108,M3,cost_plus,,1158.95,GBP,,18,184620.74
24.1.4,NITROGEN MANIFOLD PACKAGE SERVICE,NITROGEN MANIFOLD PACKAGE SERVICE; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,113,HR,cost_plus,,2413834.7,JPY,,20,2193017.1
24.2,PURGE PANEL STATIONS,"PURGE PANEL STATIONS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
24.2.1,PURGE PANEL STATIONS ASSEMBLY,PURGE PANEL STATIONS ASSEMBLY; aluminum cable ladder and support hardware; ASME B31.3 process piping fabrication basis; operator training material included in handover pack. Supplier cost currency: JPY.,105,M3,cost_plus,,2342520,JPY,,7,1763320.22
24.2.2,PURGE PANEL STATIONS MODULE,PURGE PANEL STATIONS MODULE; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; continuous operation duty with remote monitoring. Supplier cost currency: AUD.,110,HR,cost_plus,,2356.3,AUD,,18,195742.55
24.2.3,PURGE PANEL STATIONS ACCESSORY,PURGE PANEL STATIONS ACCESSORY; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: HKD.,115,DAY,cost_plus,,12296.3,HKD,,20,217201.84
24.2.4,PURGE PANEL STATIONS SERVICE,PURGE PANEL STATIONS SERVICE; 316L stainless steel wetted parts; UL 508A industrial control panel construction basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: SGD.,120,KG,cost_plus,,2275.65,SGD,,22,246534.82
24.3,CYLINDER RACK ACCESSORIES,"CYLINDER RACK ACCESSORIES covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
24.3.1,CYLINDER RACK ACCESSORIES ASSEMBLY,CYLINDER RACK ACCESSORIES ASSEMBLY; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: SGD.,112,DAY,cost_plus,,2181.11,SGD,,8,195232.03
24.3.2,CYLINDER RACK ACCESSORIES MODULE,CYLINDER RACK ACCESSORIES MODULE; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: KRW.,117,KG,cost_plus,,23983034.7,KRW,,20,2458069.19
24.3.3,CYLINDER RACK ACCESSORIES ACCESSORY,CYLINDER RACK ACCESSORIES ACCESSORY; 316L stainless steel wetted parts; UL 508A industrial control panel construction basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: USD.,122,TON,cost_plus,,1769.05,USD,,22,263305.4
24.3.4,CYLINDER RACK ACCESSORIES SERVICE,CYLINDER RACK ACCESSORIES SERVICE; powder-coated carbon steel frame; CE technical file support package; ambient design range from -10 C to 45 C. Supplier cost currency: EUR.,127,EA,cost_plus,,1707,EUR,,24,290323.83
25,COMPRESSED AIR SYSTEM,COMPRESSED AIR SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,,,
25.1,INSTRUMENT AIR COMPRESSOR,"INSTRUMENT AIR COMPRESSOR covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
25.1.1,INSTRUMENT AIR COMPRESSOR ASSEMBLY,INSTRUMENT AIR COMPRESSOR ASSEMBLY; aluminum cable ladder and support hardware; IEC 60204 machine electrical safety basis; maintenance access clearances included in layout. Supplier cost currency: KRW.,109,KG,cost_plus,,19473500,KRW,,7,1657971.84
25.1.2,INSTRUMENT AIR COMPRESSOR MODULE,INSTRUMENT AIR COMPRESSOR MODULE; PTFE-lined valve trim; NFPA 2 hydrogen technologies layout guidance; operator training material included in handover pack. Supplier cost currency: USD.,114,TON,cost_plus,,1423.35,USD,,22,197959.52
25.1.3,INSTRUMENT AIR COMPRESSOR ACCESSORY,INSTRUMENT AIR COMPRESSOR ACCESSORY; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: EUR.,119,EA,cost_plus,,1386.18,EUR,,24,220908.3
25.1.4,INSTRUMENT AIR COMPRESSOR SERVICE,INSTRUMENT AIR COMPRESSOR SERVICE; 316L stainless steel wetted parts; CE technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: CNY.,124,SET,cost_plus,,11082.45,CNY,,10,211630.47
25.2,AIR RECEIVER PACKAGE,"AIR RECEIVER PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
25.2.1,AIR RECEIVER PACKAGE ASSEMBLY,AIR RECEIVER PACKAGE ASSEMBLY; PTFE-lined valve trim; NFPA 2 hydrogen technologies layout guidance; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,116,EA,cost_plus,,10730.95,CNY,,8,188212.28
25.2.2,AIR RECEIVER PACKAGE MODULE,AIR RECEIVER PACKAGE MODULE; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: GBP.,121,SET,cost_plus,,1275.5,GBP,,24,239220.03
25.2.3,AIR RECEIVER PACKAGE ACCESSORY,AIR RECEIVER PACKAGE ACCESSORY; 316L stainless steel wetted parts; CE technical file support package; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: JPY.,126,LOT,cost_plus,,2614732.05,JPY,,10,2428092.48
25.2.4,AIR RECEIVER PACKAGE SERVICE,AIR RECEIVER PACKAGE SERVICE; powder-coated carbon steel frame; ISO 9001 traceable manufacturing record package; feed water conductivity target below 1 uS/cm. Supplier cost currency: AUD.,131,M,cost_plus,,2668.75,AUD,,11,248360.28
25.3,DRYER AND FILTER PACKAGE,"DRYER AND FILTER PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
25.3.1,DRYER AND FILTER PACKAGE ASSEMBLY,DRYER AND FILTER PACKAGE ASSEMBLY; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: AUD.,123,LOT,cost_plus,,2565.85,AUD,,9,220162.25
25.3.2,DRYER AND FILTER PACKAGE MODULE,DRYER AND FILTER PACKAGE MODULE; 316L stainless steel wetted parts; CE technical file support package; feed water conductivity target below 1 uS/cm. Supplier cost currency: HKD.,128,M,cost_plus,,13280.85,HKD,,10,239352.79
25.3.3,DRYER AND FILTER PACKAGE ACCESSORY,DRYER AND FILTER PACKAGE ACCESSORY; powder-coated carbon steel frame; ISO 9001 traceable manufacturing record package; ambient design range from -10 C to 45 C. Supplier cost currency: SGD.,133,M2,cost_plus,,2461.64,SGD,,11,268924.82
25.3.4,DRYER AND FILTER PACKAGE SERVICE,DRYER AND FILTER PACKAGE SERVICE; FRP chemical-resistant cabinet; IECEx hazardous-area component selection basis; factory acceptance testing included before shipment. Supplier cost currency: KRW.,138,M3,cost_plus,,26419086.75,KRW,,6,2821146.33
26,VENT AND RELIEF SYSTEM,VENT AND RELIEF SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,,,
26.1,VENT HEADER PACKAGE,"VENT HEADER PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
26.1.1,VENT HEADER PACKAGE ASSEMBLY,VENT HEADER PACKAGE ASSEMBLY; PTFE-lined valve trim; UL 508A industrial control panel construction basis; operator training material included in handover pack. Supplier cost currency: HKD.,120,M,cost_plus,,10820.35,HKD,,8,179496.62
26.1.2,VENT HEADER PACKAGE MODULE,VENT HEADER PACKAGE MODULE; industrial Ethernet-ready control module; CE technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,125,M2,cost_plus,,2003.98,SGD,,11,205758.65
26.1.3,VENT HEADER PACKAGE ACCESSORY,VENT HEADER PACKAGE ACCESSORY; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,130,M3,cost_plus,,21909552.05,KRW,,12,2328722.47
26.1.4,VENT HEADER PACKAGE SERVICE,VENT HEADER PACKAGE SERVICE; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: USD.,135,HR,cost_plus,,1643.4,USD,,14,252919.26
26.2,RELIEF VALVE PACKAGE,"RELIEF VALVE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
26.2.1,RELIEF VALVE PACKAGE ASSEMBLY,RELIEF VALVE PACKAGE ASSEMBLY; industrial Ethernet-ready control module; CE technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,127,M3,cost_plus,,1564.7,USD,,9,216601.42
26.2.2,RELIEF VALVE PACKAGE MODULE,RELIEF VALVE PACKAGE MODULE; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: EUR.,132,HR,cost_plus,,1517.61,EUR,,12,242312.54
26.2.3,RELIEF VALVE PACKAGE ACCESSORY,RELIEF VALVE PACKAGE ACCESSORY; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: CNY.,137,DAY,cost_plus,,11992.6,CNY,,14,262220.6
26.2.4,RELIEF VALVE PACKAGE SERVICE,RELIEF VALVE PACKAGE SERVICE; FRP chemical-resistant cabinet; EN 1090 structural fabrication documentation; ambient design range from -10 C to 45 C. Supplier cost currency: GBP.,142,KG,cost_plus,,1461.95,GBP,,6,275065.89
26.3,FLAME ARRESTOR PACKAGE,"FLAME ARRESTOR PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
26.3.1,FLAME ARRESTOR PACKAGE ASSEMBLY,FLAME ARRESTOR PACKAGE ASSEMBLY; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; feed water conductivity target below 1 uS/cm. Supplier cost currency: GBP.,134,DAY,cost_plus,,1392.05,GBP,,4,242495.11
26.3.2,FLAME ARRESTOR PACKAGE MODULE,FLAME ARRESTOR PACKAGE MODULE; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; ambient design range from -10 C to 45 C. Supplier cost currency: JPY.,139,KG,cost_plus,,2815629.4,JPY,,14,2989303.05
26.3.3,FLAME ARRESTOR PACKAGE ACCESSORY,FLAME ARRESTOR PACKAGE ACCESSORY; FRP chemical-resistant cabinet; EN 1090 structural fabrication documentation; factory acceptance testing included before shipment. Supplier cost currency: AUD.,144,TON,cost_plus,,2878.3,AUD,,6,281179.98
26.3.4,FLAME ARRESTOR PACKAGE SERVICE,FLAME ARRESTOR PACKAGE SERVICE; copper busbar with tinned contact faces; API-style inspection and test plan documentation; site commissioning supervision included. Supplier cost currency: HKD.,149,EA,cost_plus,,14643.3,HKD,,16,323961.34
27,FIRE AND GAS SYSTEM,FIRE AND GAS SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,,,
27.1,HYDROGEN DETECTOR PACKAGE,"HYDROGEN DETECTOR PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
27.1.1,HYDROGEN DETECTOR PACKAGE ASSEMBLY,HYDROGEN DETECTOR PACKAGE ASSEMBLY; industrial Ethernet-ready control module; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,131,KG,cost_plus,,2311774.7,JPY,,9,2211658.67
27.1.2,HYDROGEN DETECTOR PACKAGE MODULE,HYDROGEN DETECTOR PACKAGE MODULE; 316L stainless steel wetted parts; IECEx hazardous-area component selection basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,136,TON,cost_plus,,2361.55,AUD,,15,236381.71
27.1.3,HYDROGEN DETECTOR PACKAGE ACCESSORY,HYDROGEN DETECTOR PACKAGE ACCESSORY; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: HKD.,141,EA,cost_plus,,12182.8,HKD,,16,255055.2
27.1.4,HYDROGEN DETECTOR PACKAGE SERVICE,HYDROGEN DETECTOR PACKAGE SERVICE; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: SGD.,146,SET,cost_plus,,2284.51,SGD,,6,261627.57
27.2,FLAME DETECTOR PACKAGE,"FLAME DETECTOR PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
27.2.1,FLAME DETECTOR PACKAGE ASSEMBLY,FLAME DETECTOR PACKAGE ASSEMBLY; 316L stainless steel wetted parts; IECEx hazardous-area component selection basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: SGD.,138,EA,cost_plus,,2189.97,SGD,,4,232585.33
27.2.2,FLAME DETECTOR PACKAGE MODULE,FLAME DETECTOR PACKAGE MODULE; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: KRW.,143,SET,cost_plus,,23707569.4,KRW,,16,2870806.48
27.2.3,FLAME DETECTOR PACKAGE ACCESSORY,FLAME DETECTOR PACKAGE ACCESSORY; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; ambient design range from -10 C to 45 C. Supplier cost currency: USD.,148,LOT,cost_plus,,1784.75,USD,,6,279991.58
27.2.4,FLAME DETECTOR PACKAGE SERVICE,FLAME DETECTOR PACKAGE SERVICE; copper busbar with tinned contact faces; ISO 22734 hydrogen generator design basis; factory acceptance testing included before shipment. Supplier cost currency: EUR.,153,M,cost_plus,,1724.22,EUR,,20,341892.14
27.3,FIRE ALARM INTERFACE PACKAGE,"FIRE ALARM INTERFACE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
27.3.1,FIRE ALARM INTERFACE PACKAGE ASSEMBLY,FIRE ALARM INTERFACE PACKAGE ASSEMBLY; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; ambient design range from -10 C to 45 C. Supplier cost currency: EUR.,145,LOT,cost_plus,,1649.04,EUR,,5,271151.65
27.3.2,FIRE ALARM INTERFACE PACKAGE MODULE,FIRE ALARM INTERFACE PACKAGE MODULE; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; factory acceptance testing included before shipment. Supplier cost currency: CNY.,150,M,cost_plus,,12902.75,CNY,,6,287215.22
27.3.3,FIRE ALARM INTERFACE PACKAGE ACCESSORY,FIRE ALARM INTERFACE PACKAGE ACCESSORY; copper busbar with tinned contact faces; ISO 22734 hydrogen generator design basis; site commissioning supervision included. Supplier cost currency: GBP.,155,M2,cost_plus,,1578.5,GBP,,20,367001.25
27.3.4,FIRE ALARM INTERFACE PACKAGE SERVICE,FIRE ALARM INTERFACE PACKAGE SERVICE; IP66 outdoor electrical enclosure; ASME B31.3 process piping fabrication basis; spare terminals reserved for future expansion. Supplier cost currency: JPY.,160,M3,cost_plus,,3087841.45,JPY,,22,4038402.56
28,HVAC AND VENTILATION,HVAC AND VENTILATION; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,,,
28.1,CONTAINER HVAC UNITS,"CONTAINER HVAC UNITS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
28.1.1,CONTAINER HVAC UNITS ASSEMBLY,CONTAINER HVAC UNITS ASSEMBLY; 316L stainless steel wetted parts; EN 1090 structural fabrication documentation; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: CNY.,142,M,cost_plus,,10628.85,CNY,,4,219753.6
28.1.2,CONTAINER HVAC UNITS MODULE,CONTAINER HVAC UNITS MODULE; powder-coated carbon steel frame; API-style inspection and test plan documentation; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: GBP.,147,M2,cost_plus,,1295,GBP,,20,285547.5
28.1.3,CONTAINER HVAC UNITS ACCESSORY,CONTAINER HVAC UNITS ACCESSORY; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: JPY.,152,M3,cost_plus,,2583986.75,JPY,,6,2789424.03
28.1.4,CONTAINER HVAC UNITS SERVICE,CONTAINER HVAC UNITS SERVICE; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; ambient design range from -10 C to 45 C. Supplier cost currency: AUD.,157,HR,cost_plus,,2674,AUD,,24,333167.56
28.2,VENTILATION FAN PACKAGE,"VENTILATION FAN PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
28.2.1,VENTILATION FAN PACKAGE ASSEMBLY,VENTILATION FAN PACKAGE ASSEMBLY; powder-coated carbon steel frame; API-style inspection and test plan documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: AUD.,149,M3,cost_plus,,2571.1,AUD,,5,257439.1
28.2.2,VENTILATION FAN PACKAGE MODULE,VENTILATION FAN PACKAGE MODULE; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; ambient design range from -10 C to 45 C. Supplier cost currency: HKD.,154,HR,cost_plus,,13167.35,HKD,,6,275128.09
28.2.3,VENTILATION FAN PACKAGE ACCESSORY,VENTILATION FAN PACKAGE ACCESSORY; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; factory acceptance testing included before shipment. Supplier cost currency: SGD.,159,DAY,cost_plus,,2470.5,SGD,,24,360442
28.2.4,VENTILATION FAN PACKAGE SERVICE,VENTILATION FAN PACKAGE SERVICE; IP66 outdoor electrical enclosure; IEC 60204 machine electrical safety basis; site commissioning supervision included. Supplier cost currency: KRW.,164,KG,cost_plus,,26143621.45,KRW,,10,3442905.8
28.3,DUCT AND LOUVER PACKAGE,"DUCT AND LOUVER PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
28.3.1,DUCT AND LOUVER PACKAGE ASSEMBLY,DUCT AND LOUVER PACKAGE ASSEMBLY; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; factory acceptance testing included before shipment. Supplier cost currency: KRW.,156,DAY,cost_plus,,25505586.75,KRW,,6,3078850.79
28.3.2,DUCT AND LOUVER PACKAGE MODULE,DUCT AND LOUVER PACKAGE MODULE; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; site commissioning supervision included. Supplier cost currency: USD.,161,KG,cost_plus,,1926.1,USD,,24,384526.6
28.3.3,DUCT AND LOUVER PACKAGE ACCESSORY,DUCT AND LOUVER PACKAGE ACCESSORY; IP66 outdoor electrical enclosure; IEC 60204 machine electrical safety basis; spare terminals reserved for future expansion. Supplier cost currency: EUR.,166,TON,cost_plus,,1855.65,EUR,,10,365949.03
28.3.4,DUCT AND LOUVER PACKAGE SERVICE,DUCT AND LOUVER PACKAGE SERVICE; duplex stainless pipe spool; NFPA 2 hydrogen technologies layout guidance; maintenance access clearances included in layout. Supplier cost currency: CNY.,171,EA,cost_plus,,14164.4,CNY,,11,376396.27
29,CONTAINER AND ENCLOSURE WORKS,CONTAINER AND ENCLOSURE WORKS; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,,,
29.1,PROCESS CONTAINER SHELL,"PROCESS CONTAINER SHELL covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
29.1.1,PROCESS CONTAINER SHELL ASSEMBLY,PROCESS CONTAINER SHELL ASSEMBLY; powder-coated carbon steel frame; ISO 22734 hydrogen generator design basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: USD.,153,KG,cost_plus,,1580.4,USD,,5,253891.26
29.1.2,PROCESS CONTAINER SHELL MODULE,PROCESS CONTAINER SHELL MODULE; FRP chemical-resistant cabinet; ASME B31.3 process piping fabrication basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: EUR.,158,TON,cost_plus,,1534.83,EUR,,6,277617.59
29.1.3,PROCESS CONTAINER SHELL ACCESSORY,PROCESS CONTAINER SHELL ACCESSORY; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; ambient design range from -10 C to 45 C. Supplier cost currency: CNY.,163,EA,cost_plus,,11890.5,CNY,,11,301188.74
29.1.4,PROCESS CONTAINER SHELL SERVICE,PROCESS CONTAINER SHELL SERVICE; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; factory acceptance testing included before shipment. Supplier cost currency: GBP.,168,SET,cost_plus,,1481.45,GBP,,12,348437.04
29.2,ELECTRICAL ROOM ENCLOSURE,"ELECTRICAL ROOM ENCLOSURE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
29.2.1,ELECTRICAL ROOM ENCLOSURE ASSEMBLY,ELECTRICAL ROOM ENCLOSURE ASSEMBLY; FRP chemical-resistant cabinet; ASME B31.3 process piping fabrication basis; ambient design range from -10 C to 45 C. Supplier cost currency: GBP.,160,EA,cost_plus,,1411.55,GBP,,6,299248.6
29.2.2,ELECTRICAL ROOM ENCLOSURE MODULE,ELECTRICAL ROOM ENCLOSURE MODULE; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; factory acceptance testing included before shipment. Supplier cost currency: JPY.,165,SET,cost_plus,,2784884.1,JPY,,11,3417345.2
29.2.3,ELECTRICAL ROOM ENCLOSURE ACCESSORY,ELECTRICAL ROOM ENCLOSURE ACCESSORY; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; site commissioning supervision included. Supplier cost currency: AUD.,170,LOT,cost_plus,,2883.55,AUD,,12,351377.87
29.2.4,ELECTRICAL ROOM ENCLOSURE SERVICE,ELECTRICAL ROOM ENCLOSURE SERVICE; duplex stainless pipe spool; UL 508A industrial control panel construction basis; spare terminals reserved for future expansion. Supplier cost currency: HKD.,175,M,cost_plus,,14529.8,HKD,,14,371032.97
29.3,WEATHERPROOFING PACKAGE,"WEATHERPROOFING PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
29.3.1,WEATHERPROOFING PACKAGE ASSEMBLY,WEATHERPROOFING PACKAGE ASSEMBLY; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; site commissioning supervision included. Supplier cost currency: HKD.,167,LOT,cost_plus,,14151.9,HKD,,7,323686.79
29.3.2,WEATHERPROOFING PACKAGE MODULE,WEATHERPROOFING PACKAGE MODULE; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; spare terminals reserved for future expansion. Supplier cost currency: SGD.,172,M,cost_plus,,2656.49,SGD,,12,378692.21
29.3.3,WEATHERPROOFING PACKAGE ACCESSORY,WEATHERPROOFING PACKAGE ACCESSORY; duplex stainless pipe spool; UL 508A industrial control panel construction basis; maintenance access clearances included in layout. Supplier cost currency: KRW.,177,M2,cost_plus,,27941638.8,KRW,,14,4115786.63
29.3.4,WEATHERPROOFING PACKAGE SERVICE,WEATHERPROOFING PACKAGE SERVICE; HDPE utility distribution header; CE technical file support package; operator training material included in handover pack. Supplier cost currency: USD.,2,M3,cost_plus,,1990,USD,,15,4577
30,ACCESS PLATFORMS AND LADDERS,ACCESS PLATFORMS AND LADDERS; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,,,
30.1,SKID ACCESS PLATFORMS,"SKID ACCESS PLATFORMS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
30.1.1,SKID ACCESS PLATFORMS ASSEMBLY,SKID ACCESS PLATFORMS ASSEMBLY; FRP chemical-resistant cabinet; IEC 60204 machine electrical safety basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: SGD.,164,M,cost_plus,,2198.83,SGD,,6,282861.01
30.1.2,SKID ACCESS PLATFORMS MODULE,SKID ACCESS PLATFORMS MODULE; copper busbar with tinned contact faces; NFPA 2 hydrogen technologies layout guidance; ambient design range from -10 C to 45 C. Supplier cost currency: KRW.,169,M2,cost_plus,,23432104.1,KRW,,14,3295533.3
30.1.3,SKID ACCESS PLATFORMS ACCESSORY,SKID ACCESS PLATFORMS ACCESSORY; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; factory acceptance testing included before shipment. Supplier cost currency: USD.,174,M3,cost_plus,,1800.45,USD,,15,360270.05
30.1.4,SKID ACCESS PLATFORMS SERVICE,SKID ACCESS PLATFORMS SERVICE; duplex stainless pipe spool; CE technical file support package; site commissioning supervision included. Supplier cost currency: EUR.,179,HR,cost_plus,,1741.44,EUR,,16,390520.01
30.2,MAINTENANCE LADDER PACKAGE,"MAINTENANCE LADDER PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,,,
